form id,writer id,number of sentences,word segmentation,NBTO,NBOK,WOTO,WOOK,path
c03-094d,153,1,all,11,11,79,79,forms/c03-094d.png
c03-094e,154,1,prt,10,7,79,55,forms/c03-094e.png
c03-094f,155,1,prt,10,9,79,70,forms/c03-094f.png
c03-096a,150,3,all,9,9,67,67,forms/c03-096a.png
c03-096b,151,3,prt,8,7,67,61,forms/c03-096b.png
c03-096c,152,3,all,8,8,67,67,forms/c03-096c.png
c03-096d,153,3,all,9,9,67,67,forms/c03-096d.png
c03-096e,154,3,all,8,8,67,67,forms/c03-096e.png
c03-096f,155,3,all,9,9,67,67,forms/c03-096f.png
c04-000,157,3,all,5,5,50,50,forms/c04-000.png
c04-004,157,3,all,8,8,78,78,forms/c04-004.png
c04-008,158,4,prt,9,6,96,55,forms/c04-008.png
c04-013,158,3,prt,7,5,62,43,forms/c04-013.png
c04-017,159,5,prt,8,7,79,65,forms/c04-017.png
c04-023,160,4,all,6,6,54,54,forms/c04-023.png
c04-028,160,6,prt,8,6,75,58,forms/c04-028.png
c04-035,159,3,prt,8,6,70,49,forms/c04-035.png
c04-039,161,4,prt,9,6,68,41,forms/c04-039.png
c04-044,161,5,prt,9,4,77,30,forms/c04-044.png
c04-050,162,5,all,9,9,82,82,forms/c04-050.png
c04-056,162,4,prt,9,7,77,62,forms/c04-056.png
c04-061,163,4,prt,7,5,66,48,forms/c04-061.png
c04-066,163,8,prt,9,7,87,66,forms/c04-066.png
c04-075,164,4,prt,7,4,85,49,forms/c04-075.png
c04-080,165,8,all,7,7,65,65,forms/c04-080.png
c04-089,166,8,prt,8,5,101,66,forms/c04-089.png
c04-098,166,6,prt,7,6,83,74,forms/c04-098.png
c04-105,167,4,all,8,8,63,63,forms/c04-105.png
c04-110,168,5,prt,4,2,70,32,forms/c04-110.png
c04-116,168,5,all,4,4,77,77,forms/c04-116.png
c04-122,164,5,prt,8,4,106,47,forms/c04-122.png
c04-128,165,5,prt,8,5,80,47,forms/c04-128.png
c04-134,169,4,prt,7,3,77,22,forms/c04-134.png
c04-139,169,4,all,7,7,77,77,forms/c04-139.png
c04-144,170,5,prt,8,6,78,55,forms/c04-144.png
c04-150,170,5,prt,8,6,81,69,forms/c04-150.png
c04-156,171,3,all,7,7,52,52,forms/c04-156.png
c04-160,171,4,prt,10,6,84,49,forms/c04-160.png
c04-165,172,4,prt,9,5,83,41,forms/c04-165.png
c04-170,172,3,all,5,5,37,37,forms/c04-170.png
c06-000,130,4,all,7,7,60,60,forms/c06-000.png
c06-005,125,5,all,9,9,73,73,forms/c06-005.png
c06-011,173,2,all,9,9,70,70,forms/c06-011.png
c06-014,129,5,prt,10,1,76,6,forms/c06-014.png
c06-020,125,6,prt,8,6,74,56,forms/c06-020.png
c06-027,128,3,prt,8,6,79,58,forms/c06-027.png
c06-031,130,7,prt,8,6,71,50,forms/c06-031.png
c06-039,123,3,all,8,8,72,72,forms/c06-039.png
c06-043,133,3,prt,10,9,65,56,forms/c06-043.png
c06-047,132,4,prt,7,5,73,50,forms/c06-047.png
c06-052,126,5,prt,7,4,70,43,forms/c06-052.png
c06-058,131,3,all,7,7,61,61,forms/c06-058.png
c06-076,128,3,prt,10,8,90,73,forms/c06-076.png
c06-080,133,2,prt,10,8,71,55,forms/c06-080.png
c06-083,174,3,all,9,9,82,82,forms/c06-083.png
c06-087,126,3,prt,8,5,78,46,forms/c06-087.png
c06-091,132,3,prt,6,4,72,52,forms/c06-091.png
c06-095,131,4,prt,8,7,69,59,forms/c06-095.png
c06-100,123,2,prt,8,7,80,73,forms/c06-100.png
c06-103,129,2,prt,10,5,67,29,forms/c06-103.png
c06-106,127,4,prt,11,7,80,53,forms/c06-106.png
c06-111,124,4,all,8,8,62,62,forms/c06-111.png
c06-116,133,6,prt,11,10,79,71,forms/c06-116.png
c06-128,128,4,prt,9,8,69,61,forms/c06-128.png
c06-138,129,1,prt,11,6,54,26,forms/c06-138.png
d01-016,175,2,all,4,4,54,54,forms/d01-016.png
d01-019,175,4,all,6,6,89,89,forms/d01-019.png
d01-024,176,3,prt,9,8,65,61,forms/d01-024.png
d01-049,177,2,prt,9,8,76,69,forms/d01-049.png
d01-052,177,3,all,8,8,61,61,forms/d01-052.png
d01-056,178,3,prt,10,9,81,75,forms/d01-056.png
d01-060,178,3,all,10,10,71,71,forms/d01-060.png
d01-080,179,4,all,8,8,77,77,forms/d01-080.png
d01-085,179,4,prt,7,5,72,51,forms/d01-085.png
d01-098,180,5,prt,8,5,82,58,forms/d01-098.png
d01-104,180,5,prt,9,8,87,81,forms/d01-104.png
d01-118,181,4,all,7,7,69,69,forms/d01-118.png
d01-123,181,3,all,8,8,76,76,forms/d01-123.png
d03-112,182,4,all,9,9,70,70,forms/d03-112.png
d03-117,183,4,prt,9,8,75,65,forms/d03-117.png
d04-005,184,2,prt,8,6,71,48,forms/d04-005.png
d04-008,184,3,all,6,6,60,60,forms/d04-008.png
d04-012,185,3,prt,11,8,90,69,forms/d04-012.png
d04-016,185,4,prt,9,5,67,37,forms/d04-016.png
d04-021,186,6,all,8,8,74,74,forms/d04-021.png
d04-028,186,3,prt,7,4,86,44,forms/d04-028.png
d04-032,187,4,prt,11,8,101,71,forms/d04-032.png
d04-037,187,3,prt,7,4,67,34,forms/d04-037.png
d04-047,188,2,prt,9,8,69,66,forms/d04-047.png
d04-050,189,2,prt,6,5,64,56,forms/d04-050.png
d04-053,188,4,prt,11,8,100,72,forms/d04-053.png
d04-058,190,3,prt,7,2,80,23,forms/d04-058.png
d04-062,190,3,prt,5,3,62,37,forms/d04-062.png
d04-066,191,4,prt,10,6,99,50,forms/d04-066.png
d04-071,192,3,prt,8,7,67,61,forms/d04-071.png
d04-075,192,5,prt,10,8,93,72,forms/d04-075.png
d04-081,193,4,prt,9,8,70,63,forms/d04-081.png
d04-086,194,2,prt,7,5,82,50,forms/d04-086.png
d04-089,194,6,prt,8,5,85,45,forms/d04-089.png
d04-096,195,4,prt,8,5,93,50,forms/d04-096.png
d04-101,195,5,prt,6,5,74,62,forms/d04-101.png
d04-111,196,5,prt,12,8,102,66,forms/d04-111.png
d04-117,197,3,prt,8,6,80,60,forms/d04-117.png
d04-121,197,3,prt,7,4,75,38,forms/d04-121.png
d04-125,198,5,prt,6,5,78,63,forms/d04-125.png
d04-131,198,5,prt,7,6,79,60,forms/d04-131.png
d05-008,199,4,all,8,8,67,67,forms/d05-008.png
d05-013,200,7,prt,9,3,87,26,forms/d05-013.png
d05-021,199,3,prt,9,5,87,52,forms/d05-021.png
d05-025,199,4,all,10,10,74,74,forms/d05-025.png
d05-030,199,5,all,9,9,78,78,forms/d05-030.png
d05-040,201,5,prt,6,5,63,53,forms/d05-040.png
d06-000,202,2,all,10,10,81,81,forms/d06-000.png
d06-003,203,4,all,7,7,84,84,forms/d06-003.png
d06-008,173,2,all,10,10,77,77,forms/d06-008.png
d06-011,204,3,all,10,10,71,71,forms/d06-011.png
d06-015,174,4,all,6,6,65,65,forms/d06-015.png
d06-020,173,4,all,10,10,82,82,forms/d06-020.png
d06-025,205,1,prt,8,5,65,41,forms/d06-025.png
d06-027,206,2,prt,8,7,70,60,forms/d06-027.png
d06-030,174,6,prt,6,5,63,60,forms/d06-030.png
d06-037,207,3,all,8,8,65,65,forms/d06-037.png
d06-041,208,4,all,8,8,66,66,forms/d06-041.png
d06-046,173,3,prt,10,8,87,68,forms/d06-046.png
d06-050,174,5,all,7,7,78,78,forms/d06-050.png
d06-056,206,3,prt,9,7,75,61,forms/d06-056.png
d06-060,208,2,all,10,10,76,76,forms/d06-060.png
d06-063,173,3,prt,11,10,93,84,forms/d06-063.png
d06-067,205,4,prt,10,7,73,47,forms/d06-067.png
d06-072,207,3,prt,11,8,97,75,forms/d06-072.png
d06-076,203,5,prt,6,5,73,59,forms/d06-076.png
d06-082,174,3,prt,6,5,63,49,forms/d06-082.png
d06-086,208,4,all,11,11,97,97,forms/d06-086.png
d06-091,202,4,prt,11,10,90,82,forms/d06-091.png
d06-096,206,3,prt,9,8,80,74,forms/d06-096.png
d06-100,207,3,prt,8,7,68,59,forms/d06-100.png
d06-104,205,2,all,11,11,72,72,forms/d06-104.png
d06-107,204,3,prt,11,8,78,56,forms/d06-107.png
d06-111,203,1,prt,7,5,82,64,forms/d06-111.png
d06-113,208,3,prt,5,3,45,22,forms/d06-113.png
d07-082,209,2,all,9,9,70,70,forms/d07-082.png
d07-085,209,3,all,8,8,66,66,forms/d07-085.png
d07-089,209,3,prt,11,10,93,83,forms/d07-089.png
d07-093,209,2,prt,9,8,69,64,forms/d07-093.png
d07-096,209,3,prt,10,6,89,50,forms/d07-096.png
d07-100,209,1,prt,10,9,76,69,forms/d07-100.png
d07-102,209,3,prt,8,7,74,66,forms/d07-102.png
e01-014,210,3,all,7,7,66,66,forms/e01-014.png
e01-018,210,3,prt,9,8,80,70,forms/e01-018.png
e01-022,211,2,all,7,7,48,48,forms/e01-022.png
e01-025,211,3,all,11,11,81,81,forms/e01-025.png
e01-029,212,2,all,9,9,68,68,forms/e01-029.png
e01-032,212,2,all,11,11,89,89,forms/e01-032.png
e01-035,212,2,prt,8,7,64,56,forms/e01-035.png
e01-050,213,4,all,8,8,61,61,forms/e01-050.png
e01-055,181,3,all,10,10,81,81,forms/e01-055.png
e01-059,213,2,all,7,7,62,62,forms/e01-059.png
e01-062,213,3,all,8,8,67,67,forms/e01-062.png
e01-081,214,4,prt,6,5,61,51,forms/e01-081.png
e01-086,214,5,prt,7,3,79,32,forms/e01-086.png
e01-092,215,4,all,8,8,70,70,forms/e01-092.png
e01-102,215,4,all,9,9,80,80,forms/e01-102.png
e01-107,216,5,all,10,10,83,83,forms/e01-107.png
e01-113,216,5,all,8,8,65,65,forms/e01-113.png
e01-119,217,6,all,8,8,79,79,forms/e01-119.png
e02-000,218,3,prt,8,7,64,55,forms/e02-000.png
e02-014,219,3,prt,7,5,60,50,forms/e02-014.png
e02-018,220,2,all,7,7,57,57,forms/e02-018.png
e02-021,221,3,prt,9,3,80,26,forms/e02-021.png
e02-025,222,2,prt,11,10,72,59,forms/e02-025.png
e02-074,223,3,prt,11,9,90,72,forms/e02-074.png
e02-082,224,3,prt,9,5,70,42,forms/e02-082.png
e02-086,225,4,all,10,10,103,103,forms/e02-086.png
e02-091,226,2,prt,9,7,61,42,forms/e02-091.png
e02-094,227,5,all,10,10,76,76,forms/e02-094.png
e02-100,228,3,prt,7,6,70,60,forms/e02-100.png
e02-117,229,3,prt,9,8,74,62,forms/e02-117.png
e04-000,158,3,all,8,8,64,64,forms/e04-000.png
e04-004,230,3,all,7,7,80,80,forms/e04-004.png
e04-008,230,2,prt,5,3,57,27,forms/e04-008.png
e04-011,231,3,all,9,9,72,72,forms/e04-011.png
e04-015,231,3,prt,8,7,69,58,forms/e04-015.png
e04-019,232,2,prt,9,8,62,56,forms/e04-019.png
e04-022,232,3,prt,8,6,66,54,forms/e04-022.png
e04-026,233,3,prt,7,4,73,41,forms/e04-026.png
e04-030,233,3,prt,7,6,69,58,forms/e04-030.png
e04-034,234,3,prt,8,5,83,44,forms/e04-034.png
e04-038,234,4,prt,7,6,63,53,forms/e04-038.png
e04-043,235,3,all,8,8,64,64,forms/e04-043.png
e04-052,235,5,prt,8,5,92,50,forms/e04-052.png
e04-058,236,3,all,7,7,70,70,forms/e04-058.png
e04-062,237,5,prt,9,4,87,31,forms/e04-062.png
e04-068,237,5,prt,7,4,78,44,forms/e04-068.png
e04-079,238,3,prt,10,8,61,47,forms/e04-079.png
e04-083,239,2,all,7,7,62,62,forms/e04-083.png
e04-086,240,4,prt,7,4,70,34,forms/e04-086.png
e04-091,241,3,prt,6,5,55,45,forms/e04-091.png
e04-095,241,3,all,7,7,64,64,forms/e04-095.png
e04-099,241,3,all,7,7,70,70,forms/e04-099.png
e04-103,242,5,prt,7,6,73,62,forms/e04-103.png
e04-109,242,4,prt,7,6,67,58,forms/e04-109.png
e04-114,242,4,prt,8,7,81,69,forms/e04-114.png
e04-119,243,4,prt,6,4,63,48,forms/e04-119.png
e04-124,243,2,prt,7,4,74,40,forms/e04-124.png
e04-127,243,4,prt,7,5,68,51,forms/e04-127.png
e04-132,241,1,all,5,5,37,37,forms/e04-132.png
e06-000,206,2,prt,8,7,59,52,forms/e06-000.png
e06-003,204,2,prt,11,6,76,38,forms/e06-003.png
e06-006,202,3,all,11,11,78,78,forms/e06-006.png
e06-010,203,4,all,8,8,81,81,forms/e06-010.png
e06-015,204,5,prt,10,8,65,50,forms/e06-015.png
e06-021,206,4,all,11,11,84,84,forms/e06-021.png
e06-026,205,3,prt,10,9,57,52,forms/e06-026.png
e06-030,204,2,prt,11,7,85,53,forms/e06-030.png
e06-033,207,3,prt,10,9,96,85,forms/e06-033.png
e06-037,202,3,all,11,11,84,84,forms/e06-037.png
e06-041,202,4,all,10,10,71,71,forms/e06-041.png
e06-046,203,2,prt,6,3,74,35,forms/e06-046.png
e06-049,205,3,prt,10,7,74,49,forms/e06-049.png
e06-053,208,3,all,9,9,72,72,forms/e06-053.png
e06-070,207,4,prt,10,8,84,69,forms/e06-070.png
e07-000,085,2,prt,7,6,61,52,forms/e07-000.png
e07-003,244,3,prt,10,7,78,56,forms/e07-003.png
e07-007,245,4,all,8,8,70,70,forms/e07-007.png
e07-012,246,3,prt,12,10,84,68,forms/e07-012.png
e07-061,246,4,all,11,11,90,90,forms/e07-061.png
e07-066,246,2,all,9,9,66,66,forms/e07-066.png
e07-072,246,3,prt,12,11,91,81,forms/e07-072.png
e07-076,247,2,prt,10,9,80,73,forms/e07-076.png
e07-079,247,3,prt,11,9,78,63,forms/e07-079.png
e07-083,247,2,all,11,11,83,83,forms/e07-083.png
e07-086,247,3,all,10,10,73,73,forms/e07-086.png
e07-090,247,3,prt,10,9,73,64,forms/e07-090.png
e07-094,248,3,prt,9,7,76,63,forms/e07-094.png
e07-098,248,2,all,10,10,87,87,forms/e07-098.png
e07-101,248,3,all,11,11,94,94,forms/e07-101.png
e07-105,248,2,all,8,8,57,57,forms/e07-105.png
e07-108,248,3,prt,11,10,85,78,forms/e07-108.png
e07-112,249,2,all,6,6,45,45,forms/e07-112.png
f01-053,250,4,prt,9,6,71,49,forms/f01-053.png
f01-058,250,3,all,10,10,74,74,forms/f01-058.png
f01-066,251,3,prt,10,5,118,57,forms/f01-066.png
f01-070,252,4,prt,9,7,85,68,forms/f01-070.png
f01-075,253,5,all,11,11,89,89,forms/f01-075.png
f01-081,254,3,prt,7,2,63,20,forms/f01-081.png
f01-085,254,3,prt,7,4,74,36,forms/f01-085.png
f01-135,255,3,all,11,11,57,57,forms/f01-135.png
f01-139,217,3,prt,8,7,76,63,forms/f01-139.png
f01-143,256,3,prt,7,6,66,56,forms/f01-143.png
f01-147,256,3,all,9,9,84,84,forms/f01-147.png
f02-000,257,2,prt,9,6,71,48,forms/f02-000.png
f02-003,258,2,all,6,6,55,55,forms/f02-003.png
f02-017,259,2,all,9,9,79,79,forms/f02-017.png
f02-020,260,3,all,8,8,82,82,forms/f02-020.png
f02-030,261,2,prt,7,5,67,44,forms/f02-030.png
f02-033,259,3,prt,12,9,87,70,forms/f02-033.png
f02-036,262,1,prt,9,8,80,68,forms/f02-036.png
f02-038,263,1,prt,11,8,75,56,forms/f02-038.png
f02-040,264,3,prt,10,9,81,72,forms/f02-040.png
f02-044,265,3,prt,11,10,115,106,forms/f02-044.png
f02-076,266,3,all,10,10,72,72,forms/f02-076.png
f03-169,267,4,all,7,7,69,69,forms/f03-169.png
f03-174,268,7,all,6,6,69,69,forms/f03-174.png
f03-182,269,8,prt,8,6,84,70,forms/f03-182.png
f03-191,270,9,all,7,7,69,69,forms/f03-191.png
f04-004,272,2,all,8,8,69,69,forms/f04-004.png
f04-007,273,3,prt,7,6,62,53,forms/f04-007.png
f04-011,272,4,prt,11,10,102,92,forms/f04-011.png
f04-016,272,3,prt,8,7,70,61,forms/f04-016.png
f04-020,274,3,all,6,6,77,77,forms/f04-020.png
f04-024,275,3,prt,8,6,74,57,forms/f04-024.png
f04-028,275,3,prt,11,8,102,74,forms/f04-028.png
f04-032,276,2,prt,10,7,91,57,forms/f04-032.png
f04-035,276,3,prt,6,5,58,46,forms/f04-035.png
f04-039,277,3,prt,9,7,75,57,forms/f04-039.png
f04-043,277,2,prt,8,5,67,41,forms/f04-043.png
f04-046,278,2,prt,6,5,63,52,forms/f04-046.png
f04-049,278,3,prt,7,6,90,77,forms/f04-049.png
f04-053,279,3,prt,7,6,70,60,forms/f04-053.png
f04-057,279,3,all,10,10,79,79,forms/f04-057.png
f04-061,280,2,prt,8,7,69,59,forms/f04-061.png
f04-064,280,3,prt,9,8,74,65,forms/f04-064.png
f04-068,281,2,prt,8,5,70,42,forms/f04-068.png
f04-071,281,2,prt,10,5,89,43,forms/f04-071.png
f04-074,282,4,prt,12,9,115,83,forms/f04-074.png
f04-079,282,3,all,11,11,96,96,forms/f04-079.png
f04-083,283,3,prt,10,5,108,52,forms/f04-083.png
f04-087,283,2,all,6,6,68,68,forms/f04-087.png
f04-093,193,2,prt,10,9,76,70,forms/f04-093.png
f04-096,193,3,all,11,11,71,71,forms/f04-096.png
f04-100,193,2,all,11,11,75,75,forms/f04-100.png
f07-000,285,1,prt,9,6,59,38,forms/f07-000.png
f07-000b,286,1,all,7,7,57,57,forms/f07-000b.png
f07-002,286,3,all,9,9,76,76,forms/f07-002.png
f07-006,286,2,all,7,7,59,59,forms/f07-006.png
f07-009,286,3,prt,10,8,87,68,forms/f07-009.png
f07-013,287,2,prt,11,9,77,59,forms/f07-013.png
f07-016,287,2,prt,11,7,91,59,forms/f07-016.png
f07-019a,288,1,prt,9,6,71,44,forms/f07-019a.png
f07-019b,287,1,all,11,11,69,69,forms/f07-019b.png
f07-021a,288,2,prt,8,5,80,46,forms/f07-021a.png
f07-021b,287,2,prt,10,7,80,58,forms/f07-021b.png
f07-024a,288,3,prt,9,5,81,37,forms/f07-024a.png
f07-024b,287,3,prt,11,8,82,54,forms/f07-024b.png
f07-028a,288,3,prt,10,9,89,77,forms/f07-028a.png
f07-028b,289,3,all,12,12,89,89,forms/f07-028b.png
f07-032a,288,3,prt,11,7,86,53,forms/f07-032a.png
f07-032b,289,3,prt,12,10,88,74,forms/f07-032b.png
f07-036,289,2,all,9,9,63,63,forms/f07-036.png
f07-039a,285,2,prt,7,6,47,38,forms/f07-039a.png
f07-039b,289,2,prt,9,7,64,47,forms/f07-039b.png
f07-042a,285,3,prt,8,7,62,52,forms/f07-042a.png
f07-042b,289,3,all,8,8,62,62,forms/f07-042b.png
f07-046a,285,3,prt,10,6,82,44,forms/f07-046a.png
f07-046b,290,3,all,9,9,82,82,forms/f07-046b.png
f07-069,291,3,all,10,10,93,93,forms/f07-069.png
f07-073,291,2,prt,10,9,92,83,forms/f07-073.png
f07-076a,292,4,prt,11,10,71,64,forms/f07-076a.png
f07-081a,292,2,all,11,11,66,66,forms/f07-081a.png
f07-096,293,4,all,7,7,74,74,forms/f07-096.png
f07-081b,291,2,all,7,7,66,66,forms/f07-081b.png
f07-084a,292,3,all,11,11,82,82,forms/f07-084a.png
f07-084b,291,3,prt,9,8,95,85,forms/f07-084b.png
f07-088a,292,3,prt,10,9,66,61,forms/f07-088a.png
f07-088b,293,3,all,7,7,66,66,forms/f07-088b.png
f07-092a,292,3,all,9,9,67,67,forms/f07-092a.png
f07-092b,293,3,prt,7,6,68,56,forms/f07-092b.png
f07-101a,294,1,all,8,8,52,52,forms/f07-101a.png
f07-101b,293,1,all,5,5,52,52,forms/f07-101b.png
g01-000,217,3,all,9,9,79,79,forms/g01-000.png
g01-004,295,3,all,6,6,56,56,forms/g01-004.png
g01-008,295,3,all,9,9,87,87,forms/g01-008.png
g01-012,296,3,all,7,7,57,57,forms/g01-012.png
g01-016,296,2,all,8,8,66,66,forms/g01-016.png
g01-019,296,2,prt,10,9,80,71,forms/g01-019.png
g01-022,297,2,all,10,10,60,60,forms/g01-022.png
g01-025,297,1,all,10,10,66,66,forms/g01-025.png
g01-027,297,3,prt,10,9,67,59,forms/g01-027.png
g01-031,298,2,prt,11,10,83,77,forms/g01-031.png
g01-034,298,2,all,9,9,78,78,forms/g01-034.png
g01-037,298,1,all,10,10,76,76,forms/g01-037.png
g01-039,299,3,all,10,10,85,85,forms/g01-039.png
g01-043,299,1,prt,10,8,80,64,forms/g01-043.png
g01-045,299,2,prt,10,9,83,76,forms/g01-045.png
g01-067,300,2,all,10,10,82,82,forms/g01-067.png
g01-070,300,3,all,10,10,74,74,forms/g01-070.png
g01-074,300,4,all,10,10,79,79,forms/g01-074.png
g01-083,301,4,prt,11,10,115,102,forms/g01-083.png
g01-088,302,2,prt,10,7,79,55,forms/g01-088.png
g02-059,303,2,all,8,8,85,85,forms/g02-059.png
g02-062,304,2,all,10,10,93,93,forms/g02-062.png
g02-065,305,3,prt,10,9,75,68,forms/g02-065.png
g02-073,307,1,prt,6,2,46,16,forms/g02-073.png
g03-000,308,4,prt,10,6,81,41,forms/g03-000.png
g03-004,309,3,prt,6,1,70,13,forms/g03-004.png
g03-016,310,1,prt,9,7,75,61,forms/g03-016.png
g03-032,312,3,prt,8,7,72,63,forms/g03-032.png
g03-040,313,2,prt,8,5,71,40,forms/g03-040.png
g03-043,314,5,prt,11,7,78,50,forms/g03-043.png
g03-049,315,2,prt,8,7,62,55,forms/g03-049.png
g03-052,316,5,prt,11,10,90,81,forms/g03-052.png
g03-058,317,1,prt,8,7,63,54,forms/g03-058.png
g03-064,318,1,prt,8,6,63,48,forms/g03-064.png
g04-003,239,3,prt,9,8,65,58,forms/g04-003.png
g04-007,273,3,all,8,8,69,69,forms/g04-007.png
g04-011,273,2,all,9,9,72,72,forms/g04-011.png
g04-014,273,2,all,6,6,50,50,forms/g04-014.png
g04-017,274,4,all,8,8,99,99,forms/g04-017.png
g04-022,319,3,all,8,8,70,70,forms/g04-022.png
g04-026,274,5,all,7,7,90,90,forms/g04-026.png
g04-032,274,3,prt,6,5,69,56,forms/g04-032.png
g04-036,320,2,prt,8,5,83,52,forms/g04-036.png
g04-039,320,3,prt,8,6,80,55,forms/g04-039.png
g04-043,321,4,prt,9,8,94,82,forms/g04-043.png
g04-048,321,3,prt,8,7,68,57,forms/g04-048.png
g04-052,322,2,prt,7,6,64,53,forms/g04-052.png
g04-055,323,4,prt,10,8,81,65,forms/g04-055.png
g04-060,324,2,prt,7,6,78,65,forms/g04-060.png
g04-063,324,4,prt,10,7,111,74,forms/g04-063.png
g04-068,325,3,prt,10,5,112,53,forms/g04-068.png
g04-072,325,4,prt,9,6,82,52,forms/g04-072.png
g04-077,326,3,prt,7,6,74,72,forms/g04-077.png
g04-081,327,2,prt,6,5,65,60,forms/g04-081.png
g04-088,328,3,prt,12,9,94,70,forms/g04-088.png
g04-092,328,2,prt,11,4,84,30,forms/g04-092.png
g04-095,273,2,prt,9,7,73,55,forms/g04-095.png
g04-098,329,2,prt,7,5,61,45,forms/g04-098.png
